track_name,artist_name,release_date,popularity,danceability,energy,loudness,tempo,instrumentalness,key,mode,release_year,release_month,duration_s
Song 212,Artist 212,2015-01-01,66.444275,0.43251166,0.5322926,-5.0430818,93.480034,0.032376897,7,0,2015,1,202.181
Song 213,Artist 213,2015-01-01,63.115314,0.32335797,0.77539045,-11.894006,123.974915,0.09659945,10,1,2015,1,241.472
Song 214,Artist 214,2015-01-01,64.073685,0.3216113,0.74296457,-5.5592184,108.55532,0.09117733,4,1,2015,1,231.219
Song 215,Artist 215,2015-01-01,40.84877,0.40513307,0.51090306,-10.165323,80.3852,0.09491705,4,1,2015,1,293.532
Song 216,Artist 216,2025-12-31,43.784153,0.8200622,0.43575227,-4.5316515,130.12447,0.08257584,2,1,2025,12,269.783
Song 217,Artist 217,2015-01-01,75.797295,0.46948725,0.7626156,-9.887953,112.10077,0.035164773,4,0,2015,1,297.519
Song 218,Artist 218,2025-12-31,59.406673,0.8702755,0.85821533,-4.921693,115.28925,0.090587646,3,0,2025,12,233.265
Song 219,Artist 219,2015-01-01,70.22251,0.6489734,0.7140408,-3.6825008,83.695175,0.09816845,0,0,2015,1,200.126
Song 220,Artist 220,2015-01-01,60.424774,0.5619685,0.53606355,-4.4156904,167.742,0.03500713,8,1,2015,1,170.545
Song 221,Artist 221,2015-01-01,60.446342,0.6480533,0.79991317,-6.24605,146.30142,0.026055597,9,1,2015,1,205.114
Song 222,Artist 222,2025-12-31,74.07426,0.610019,0.44806343,-7.693903,148.92468,0.054691628,3,0,2025,12,243.74
Song 223,Artist 223,2025-12-31,52.25933,0.7552658,0.6651002,-8.729259,110.83666,0.01871522,2,1,2025,12,163.89
Song 224,Artist 224,2025-12-31,61.44181,0.46949765,0.49802005,-2.586896,68.12451,0.003262422,5,1,2025,12,271.284
Song 225,Artist 225,2025-12-31,53.065872,0.5118302,0.51067543,-9.098486,178.58752,0.09458312,0,1,2025,12,202.482
Song 226,Artist 226,2015-01-01,53.482555,0.8364566,0.5213764,-10.111198,118.167076,0.09257406,4,1,2015,1,282.812
Song 227,Artist 227,2025-12-31,55.36242,0.8678739,0.6320242,-5.0038934,97.536,0.016265385,6,1,2025,12,292.29
Song 228,Artist 228,2015-01-01,63.33201,0.83553493,0.4306901,-9.388411,132.50404,0.040774025,1,1,2015,1,221.591
Song 229,Artist 229,2015-01-01,52.81877,0.5516688,0.63867605,-9.85019,155.01363,0.083103634,9,0,2015,1,238.241
Song 230,Artist 230,2025-12-31,78.83634,0.7682193,0.70702446,-11.330812,119.30849,0.06610003,8,0,2025,12,184.722
Song 231,Artist 231,2025-12-31,46.58089,0.5858014,0.6899766,-8.4487295,158.35725,0.039478753,11,0,2025,12,199.431
Song 232,Artist 232,2025-12-31,57.196926,0.5985239,0.62967044,-7.248145,152.49,0.0744171,5,0,2025,12,192.0
Song 233,Artist 233,2025-12-31,53.404034,0.42280805,0.903488,-6.270725,87.708565,0.08970474,1,1,2025,12,221.975
Song 234,Artist 234,2025-12-31,81.704666,0.65467817,0.48719603,-4.1460814,99.78629,0.092615835,7,0,2025,12,180.921
Song 235,Artist 235,2025-12-31,62.948322,0.41168153,0.7034181,-5.4193063,148.72612,0.03788496,7,0,2025,12,249.265
Song 236,Artist 236,2025-12-31,75.47767,0.49893883,0.43722486,-7.5726166,50.0,0.017356068,0,0,2025,12,238.747
Song 237,Artist 237,2025-12-31,37.716595,0.81301814,0.4426934,-7.594587,115.51633,0.09128389,11,0,2025,12,167.601
Song 238,Artist 238,2015-01-01,64.00575,0.42424548,0.7443195,-5.4695277,77.075066,0.009255544,0,1,2015,1,243.332
Song 239,Artist 239,2025-12-31,73.34446,0.34269497,0.739611,-3.1822896,105.703384,0.07216884,0,1,2025,12,273.254
Song 240,Artist 240,2025-12-31,61.23426,0.34140456,0.9268201,-6.6210575,111.0354,0.014049731,11,0,2025,12,269.004
Song 241,Artist 241,2015-01-01,75.98221,0.8644707,0.7347242,-8.4073925,109.25267,0.038938686,3,0,2015,1,297.364
Song 242,Artist 242,2025-12-31,52.240673,0.60415226,0.9758746,-9.978598,103.43216,0.041155573,3,1,2025,12,178.0
Song 243,Artist 243,2015-01-01,81.14021,0.54564726,0.42921692,-11.335616,87.08569,0.015875792,7,1,2015,1,280.439
Song 244,Artist 244,2015-01-01,94.483475,0.78652716,0.4588046,-5.001191,188.75734,0.09226815,0,0,2015,1,269.277
Song 245,Artist 245,2025-12-31,54.557423,0.80149555,0.42643952,-5.2660646,176.02386,0.0002668168,9,1,2025,12,180.383
Song 246,Artist 246,2015-01-01,53.317463,0.4993146,0.5111661,-5.2679095,85.13802,0.08938085,2,1,2015,1,292.857
Song 247,Artist 247,2015-01-01,81.800766,0.71617085,0.7247621,-7.385978,167.4635,0.08838293,10,0,2015,1,190.91
Song 248,Artist 248,2015-01-01,83.69358,0.7626737,0.7873433,-2.7791958,108.01604,0.031696364,0,1,2015,1,174.281
Song 249,Artist 249,2015-01-01,52.1571,0.6927904,0.4273511,-8.452355,123.875626,0.07042842,8,0,2015,1,263.838
Song 250,Artist 250,2025-12-31,53.697197,0.39095706,0.9675825,-4.1341925,118.10178,0.025280891,9,0,2025,12,154.841
Song 251,Artist 251,2015-01-01,55.77323,0.8255299,0.90529925,-7.1162286,100.20754,0.07587735,11,1,2015,1,247.204
Song 252,Artist 252,2025-12-31,39.83324,0.6234567,0.57796746,-8.825052,149.51556,0.056111973,8,1,2025,12,210.155
Song 253,Artist 253,2015-01-01,46.220222,0.46948346,0.44631252,-5.2224092,123.776596,0.030022545,6,1,2015,1,206.313
Song 254,Artist 254,2015-01-01,44.93789,0.5551369,0.50193226,-5.7710915,105.70346,0.040023476,11,1,2015,1,261.688
Song 255,Artist 255,2015-01-01,48.483036,0.32254267,0.47616664,-5.929082,80.86232,0.068988875,7,1,2015,1,298.515
Song 256,Artist 256,2015-01-01,59.479725,0.37672007,0.47397026,-6.7561646,93.19215,0.090609744,0,1,2015,1,282.994
Song 257,Artist 257,2025-12-31,63.51322,0.75932807,0.711137,-7.1136794,70.7586,0.013072652,4,0,2025,12,181.976
Song 258,Artist 258,2025-12-31,83.25751,0.300007,0.5475085,0.16511598,120.36671,0.057136398,1,1,2025,12,293.063
Song 259,Artist 259,2015-01-01,45.02469,0.5499395,0.61488384,-3.44723,84.10003,0.02537292,0,0,2015,1,254.405
Song 260,Artist 260,2015-01-01,74.76484,0.61350614,0.9937032,-4.831519,112.03319,0.08013722,2,1,2015,1,203.744
Song 261,Artist 261,2025-12-31,56.79017,0.33278066,0.81058854,-6.6646028,161.10306,0.007023731,6,1,2025,12,152.473
Song 262,Artist 262,2015-01-01,59.258045,0.8838469,0.9693884,-3.9785285,155.97899,0.06889558,0,1,2015,1,289.18
Song 263,Artist 263,2015-01-01,70.12229,0.4356752,0.48553392,-5.446016,119.03169,0.017494602,10,1,2015,1,178.715
Song 264,Artist 264,2015-01-01,43.15917,0.48251924,0.62928367,-6.921386,117.38746,0.05963854,1,1,2015,1,187.317
Song 265,Artist 265,2025-12-31,65.736145,0.48236552,0.7328391,-7.910693,176.39624,0.08356926,1,0,2025,12,215.516
Song 266,Artist 266,2025-12-31,62.496784,0.43825,0.44605485,-7.242752,135.62268,0.075508066,3,0,2025,12,204.604
Song 267,Artist 267,2025-12-31,67.38677,0.3008843,0.40251246,-15.042589,110.16581,0.075294286,11,0,2025,12,154.889
Song 268,Artist 268,2015-01-01,64.33753,0.7376069,0.8022606,-6.3681974,77.21946,0.05178453,2,1,2015,1,223.748
Song 269,Artist 269,2015-01-01,96.8295,0.8801073,0.7850917,-8.465428,131.8162,0.08907456,2,1,2015,1,181.971
Song 270,Artist 270,2025-12-31,50.4339,0.4345761,0.6464733,-2.22199,144.87971,0.05881052,9,1,2025,12,200.551
Song 271,Artist 271,2025-12-31,52.035046,0.6978283,0.69378644,-6.941968,101.05045,0.0917518,4,0,2025,12,284.273
Song 272,Artist 272,2025-12-31,50.652893,0.7451378,0.6492658,-10.566891,128.73608,0.054652248,2,0,2025,12,258.957
Song 273,Artist 273,2025-12-31,51.667843,0.8090552,0.41440302,-7.1496406,109.092804,0.050596558,10,1,2025,12,239.882
Song 274,Artist 274,2015-01-01,50.439194,0.55357754,0.601223,-10.138363,114.47903,0.022235302,6,0,2015,1,187.958
Song 275,Artist 275,2025-12-31,77.83525,0.48175853,0.50624937,-5.5797777,50.0,0.054478664,4,1,2025,12,155.681
Song 276,Artist 276,2015-01-01,81.30756,0.4951771,0.4590545,-6.1271577,113.34656,0.014058483,3,1,2015,1,251.982
Song 277,Artist 277,2025-12-31,51.438805,0.7275728,0.9740323,-4.126481,149.08109,0.08696902,11,0,2025,12,196.87
Song 278,Artist 278,2015-01-01,47.514668,0.7900677,0.75961584,-9.372645,101.05792,0.067589186,2,0,2015,1,278.396
Song 279,Artist 279,2025-12-31,67.071236,0.4089684,0.8371938,-6.897976,121.57579,0.09936354,11,0,2025,12,217.203
Song 280,Artist 280,2025-12-31,51.716656,0.5225646,0.58921826,-11.095065,97.32148,0.009209743,3,0,2025,12,200.061
Song 281,Artist 281,2025-12-31,69.49398,0.8411641,0.6358883,-4.8955154,130.81325,0.024067275,11,1,2025,12,208.235
Song 282,Artist 282,2025-12-31,63.043846,0.78401613,0.5421544,-5.4433866,113.5043,0.08771586,1,1,2025,12,187.89
Song 283,Artist 283,2015-01-01,37.26384,0.89091504,0.4581794,-5.512585,91.822754,0.03952541,0,0,2015,1,240.073
Song 284,Artist 284,2025-12-31,83.21258,0.75254893,0.507419,-6.995143,159.97655,0.0466303,2,0,2025,12,211.401
Song 285,Artist 285,2015-01-01,86.93816,0.5359171,0.87850845,-5.7556815,147.86797,0.08606519,10,0,2015,1,161.217
Song 286,Artist 286,2015-01-01,50.80817,0.6543827,0.8065275,-2.1869826,101.8528,0.052182324,1,0,2015,1,198.351
Song 287,Artist 287,2015-01-01,54.184475,0.69660854,0.72815734,-7.855283,134.93365,0.019347586,0,1,2015,1,183.741
Song 288,Artist 288,2015-01-01,64.28798,0.3470735,0.68505394,-6.5840645,136.12236,0.089203015,0,1,2015,1,151.408
Song 289,Artist 289,2025-12-31,65.01685,0.6266982,0.9534606,-10.258379,139.26904,0.0031061657,1,1,2025,12,192.903
Song 290,Artist 290,2015-01-01,69.87817,0.7255925,0.44364098,-9.604783,69.172325,0.089539625,8,1,2015,1,257.042
Song 291,Artist 291,2015-01-01,90.15307,0.40039277,0.5683605,-6.70656,150.1982,0.0050520226,4,1,2015,1,282.29
Song 292,Artist 292,2015-01-01,57.34579,0.76837903,0.6099627,-3.6881993,102.909035,0.06658494,8,1,2015,1,272.189
Song 293,Artist 293,2025-12-31,48.025543,0.65026367,0.8694555,-7.7688427,109.26516,0.007167938,7,1,2025,12,259.268
Song 294,Artist 294,2025-12-31,39.31021,0.87133306,0.9955088,-7.7077494,199.13646,0.0706213,10,0,2025,12,180.105
Song 295,Artist 295,2025-12-31,49.03605,0.32545337,0.5444023,-8.220655,129.0562,0.003397132,5,1,2025,12,219.634
Song 296,Artist 296,2025-12-31,59.503094,0.45919567,0.9245844,-8.60427,108.410324,0.08424577,0,0,2025,12,267.426
Song 297,Artist 297,2015-01-01,86.918365,0.6609323,0.89837366,-6.1150856,53.841167,0.046594396,9,0,2015,1,288.691
Song 298,Artist 298,2015-01-01,52.235832,0.47793594,0.53479445,-11.491773,161.69292,0.009345391,4,0,2015,1,293.011
Song 299,Artist 299,2025-12-31,63.35682,0.7286545,0.63959956,-3.1571813,79.64371,0.070681944,11,1,2025,12,168.226
Song 300,Artist 300,2015-01-01,59.75366,0.75540316,0.64580375,-8.996267,89.896835,0.048929017,0,1,2015,1,175.322
Song 301,Artist 301,2015-01-01,77.8259,0.3615096,0.9869324,-4.8342896,110.05943,0.019094886,6,1,2015,1,267.504
Song 302,Artist 302,2015-01-01,97.903984,0.60831267,0.50853515,-10.809996,162.49236,0.0015672374,9,1,2015,1,208.215
Song 303,Artist 303,2025-12-31,52.03697,0.60533434,0.8794948,-4.9934797,143.1972,0.041799825,10,0,2025,12,297.95
Song 304,Artist 304,2025-12-31,52.65841,0.5215685,0.6005156,-4.984166,115.26488,0.008562923,7,1,2025,12,287.632
Song 305,Artist 305,2015-01-01,75.662415,0.8597549,0.8385222,-5.847394,129.24876,0.0094169695,7,0,2015,1,244.835
Song 306,Artist 306,2025-12-31,70.22837,0.7965038,0.6520066,-9.983286,101.98843,0.026732955,6,1,2025,12,223.079
Song 307,Artist 307,2025-12-31,87.70061,0.7183256,0.74701583,-6.2513556,124.18961,0.06304583,1,1,2025,12,173.946
Song 308,Artist 308,2025-12-31,68.75893,0.728596,0.89956707,-10.549169,122.2001,0.052991062,4,0,2025,12,260.733
Song 309,Artist 309,2025-12-31,54.61062,0.5770297,0.88249934,-7.75829,149.0631,0.006898731,3,0,2025,12,157.253
Song 310,Artist 310,2025-12-31,68.859825,0.8525967,0.9198539,-3.9117608,149.01535,0.09684313,4,0,2025,12,229.311
Song 311,Artist 311,2015-01-01,76.630554,0.71675724,0.4357704,-4.6098943,134.81932,0.08871687,9,1,2015,1,182.813
Song 312,Artist 312,2025-12-31,72.307236,0.7373886,0.8152303,-6.954451,109.12957,0.025922548,8,1,2025,12,198.365
Song 313,Artist 313,2015-01-01,67.60911,0.8170145,0.48399243,-9.924419,142.25467,0.012233858,3,0,2015,1,217.593
Song 314,Artist 314,2015-01-01,76.00012,0.46444297,0.64949113,-5.0632367,117.240944,0.094240285,11,1,2015,1,299.485
Song 315,Artist 315,2025-12-31,77.53944,0.7842426,0.72915304,-6.9418564,87.54257,0.046114177,7,0,2025,12,188.485
Song 316,Artist 316,2015-01-01,80.73238,0.41714436,0.6416437,-13.960947,107.90137,0.031116696,7,1,2015,1,261.504
Song 317,Artist 317,2015-01-01,69.73065,0.5072052,0.711767,-4.6521106,122.53581,0.049035802,1,0,2015,1,166.101
Song 318,Artist 318,2015-01-01,57.49323,0.50136626,0.9979158,-7.0726986,147.30647,0.07727441,5,0,2015,1,158.831
Song 319,Artist 319,2025-12-31,62.200706,0.8871153,0.4811304,-3.3926463,114.494156,0.01683853,4,1,2025,12,201.897
Song 320,Artist 320,2025-12-31,78.09763,0.81392235,0.80527365,-10.285811,83.72404,0.076749586,1,0,2025,12,155.004
Song 321,Artist 321,2015-01-01,47.745964,0.72070193,0.6376006,-15.042589,121.70225,0.07494468,11,1,2015,1,195.924
Song 322,Artist 322,2025-12-31,65.5301,0.73623407,0.4798059,-6.1627483,123.40368,0.05393482,9,1,2025,12,187.17
Song 323,Artist 323,2025-12-31,54.09992,0.6372437,0.49524206,-6.125309,125.57513,0.086584225,3,0,2025,12,193.555
Song 324,Artist 324,2025-12-31,60.43117,0.8682544,0.96956384,-12.072015,147.59615,0.013214338,6,0,2025,12,295.734
Song 325,Artist 325,2025-12-31,79.17678,0.59775525,0.9277609,-9.935498,150.5677,0.0595479,0,1,2025,12,268.115
Song 326,Artist 326,2015-01-01,62.866486,0.5283106,0.9442252,0.9335266,102.173676,0.044934306,8,1,2015,1,254.216
Song 327,Artist 327,2015-01-01,60.69655,0.3978212,0.99491966,-7.916832,101.51569,0.042229213,9,0,2015,1,215.93
Song 328,Artist 328,2025-12-31,39.602158,0.7717234,0.52498925,-4.807123,88.79404,0.025256107,11,0,2025,12,186.365
Song 329,Artist 329,2025-12-31,71.1938,0.74066633,0.6132636,-8.95198,140.96448,0.037227966,0,0,2025,12,212.188
Song 330,Artist 330,2015-01-01,69.68227,0.530613,0.80153143,-13.270908,163.4646,0.010815076,11,1,2015,1,248.633
Song 331,Artist 331,2015-01-01,92.44882,0.31511605,0.6902815,-7.5107746,110.54754,0.025159897,4,1,2015,1,213.471
Song 332,Artist 332,2025-12-31,55.383327,0.8033984,0.6510337,-7.7968135,112.75708,0.027196512,6,1,2025,12,298.228
Song 333,Artist 333,2015-01-01,63.287254,0.3068508,0.6146867,-8.199635,164.00348,0.072066784,7,0,2015,1,207.287
Song 334,Artist 334,2025-12-31,63.740757,0.7222199,0.7562684,-7.3439226,135.16673,0.004855043,1,0,2025,12,282.717
Song 335,Artist 335,2025-12-31,83.6618,0.8821543,0.7453561,-6.2071953,133.08707,0.06511923,3,1,2025,12,209.076
Song 336,Artist 336,2015-01-01,58.570568,0.5625968,0.4968747,-7.4503508,84.27251,0.022140991,1,1,2015,1,266.475
Song 337,Artist 337,2015-01-01,64.185326,0.44098404,0.6830439,-10.792019,140.36185,0.00818615,3,0,2015,1,200.151
Song 338,Artist 338,2025-12-31,69.11845,0.7229226,0.7320831,-5.5414457,92.12591,0.030080616,5,1,2025,12,217.384
Song 339,Artist 339,2025-12-31,62.799137,0.7902769,0.7421722,-12.848115,85.97939,0.022447286,5,0,2025,12,249.865
Song 340,Artist 340,2015-01-01,53.303497,0.62785816,0.52606434,-13.1510725,109.596855,0.055203237,11,0,2015,1,183.541
Song 341,Artist 341,2025-12-31,62.91135,0.8802212,0.84536284,-4.7824583,102.426216,0.03573764,1,0,2025,12,222.847
Song 342,Artist 342,2015-01-01,76.10448,0.33100122,0.41511947,-5.478939,113.35201,0.09659938,10,1,2015,1,200.955
Song 343,Artist 343,2025-12-31,44.602272,0.6028774,0.6128991,-7.172186,76.77055,0.09635496,3,1,2025,12,290.362
Song 344,Artist 344,2015-01-01,61.994545,0.73107237,0.8681276,-11.186345,148.7645,0.044371527,3,0,2015,1,237.78
Song 345,Artist 345,2015-01-01,49.498188,0.8175843,0.7383357,-9.123733,153.83058,0.079508744,0,0,2015,1,249.919
Song 346,Artist 346,2015-01-01,77.9257,0.40755337,0.5566975,-7.7882404,61.579727,0.0013268541,1,1,2015,1,262.854
Song 347,Artist 347,2025-12-31,37.152195,0.7800021,0.8169719,-11.787682,149.35373,0.054781158,2,0,2025,12,211.768
Song 348,Artist 348,2025-12-31,51.616173,0.6316242,0.7404346,-9.217086,95.68414,0.07432992,10,1,2025,12,193.262
Song 349,Artist 349,2015-01-01,65.65818,0.5379322,0.87774616,-5.043009,145.70926,0.021694323,4,1,2015,1,286.578
Song 350,Artist 350,2025-12-31,83.48286,0.379029,0.8410151,-2.7180839,117.9466,0.0061171753,10,1,2025,12,170.605
Song 351,Artist 351,2015-01-01,59.013744,0.81917745,0.76606476,-8.258305,120.863266,0.015591893,7,0,2015,1,228.59
Song 352,Artist 352,2015-01-01,51.67201,0.39436394,0.6929066,-4.730535,114.44707,0.044184808,5,0,2015,1,178.231
Song 353,Artist 353,2025-12-31,88.217354,0.48587272,0.47990927,-12.74218,156.36388,0.05063714,2,0,2025,12,229.397
Song 354,Artist 354,2025-12-31,38.279793,0.4740273,0.5567998,-5.0216465,82.81236,0.03808851,5,0,2025,12,227.123
Song 355,Artist 355,2015-01-01,27.01791,0.82284844,0.6514597,-9.411845,138.23521,0.043997377,6,1,2015,1,163.515
Song 356,Artist 356,2025-12-31,66.60022,0.7036218,0.7595796,-6.0779634,153.0399,0.047023498,5,0,2025,12,237.211
Song 357,Artist 357,2025-12-31,52.469185,0.7780088,0.7082247,-7.743257,141.4902,0.076943666,9,1,2025,12,166.6
Song 358,Artist 358,2015-01-01,44.681507,0.45028073,0.5729107,-3.038758,189.74097,0.01052419,5,0,2015,1,219.31
Song 359,Artist 359,2015-01-01,70.62534,0.67492443,0.40387863,-9.623307,104.1316,0.07689504,0,0,2015,1,285.501
Song 360,Artist 360,2025-12-31,63.65701,0.6430476,0.69774354,-5.1171813,148.71915,0.06886273,2,0,2025,12,285.678
Song 361,Artist 361,2015-01-01,51.538822,0.79969823,0.5713756,-7.8385224,116.81728,0.07416608,6,0,2015,1,285.55
Song 362,Artist 362,2015-01-01,40.795433,0.84365225,0.840765,-7.4749165,157.00218,0.07344684,3,0,2015,1,264.38
Song 363,Artist 363,2025-12-31,73.08686,0.30729407,0.41436777,-7.551562,119.76933,0.047059182,11,1,2025,12,261.78
Song 364,Artist 364,2015-01-01,69.75302,0.7044119,0.7508967,-9.53702,108.36372,0.021140018,3,0,2015,1,216.177
Song 365,Artist 365,2015-01-01,58.512363,0.33110148,0.9648845,-7.042297,159.18216,0.05366289,6,0,2015,1,205.746
Song 366,Artist 366,2025-12-31,87.699554,0.6293152,0.5046456,-7.187945,105.25314,0.0957982,8,0,2025,12,273.075
Song 367,Artist 367,2025-12-31,43.948727,0.47257963,0.6829897,-6.2762794,77.618225,0.05885257,10,0,2025,12,235.195
Song 368,Artist 368,2015-01-01,37.117123,0.48406595,0.4548532,-6.7464848,104.49459,0.0011047145,1,0,2015,1,186.818
Song 369,Artist 369,2015-01-01,49.62138,0.5117751,0.77540916,-4.606016,138.57098,0.0059710904,8,1,2015,1,171.309
Song 370,Artist 370,2025-12-31,59.316208,0.67277545,0.730319,-4.229474,161.76117,0.09928634,2,0,2025,12,299.76
Song 371,Artist 371,2025-12-31,63.650093,0.50043,0.6444193,-10.15187,123.33388,0.007194636,5,1,2025,12,178.176
Song 372,Artist 372,2025-12-31,56.38146,0.73961943,0.7128262,-4.3936825,159.54591,0.004604516,3,0,2025,12,218.879
Song 373,Artist 373,2025-12-31,65.28083,0.54271644,0.93794477,-10.55901,79.25475,0.035302427,0,1,2025,12,217.592
Song 374,Artist 374,2015-01-01,41.22691,0.3410119,0.5177766,-5.2364326,106.702095,0.09693172,8,0,2015,1,234.728
Song 375,Artist 375,2025-12-31,81.65647,0.7702559,0.4135387,-5.140784,111.34274,0.031867515,10,0,2025,12,290.488
Song 376,Artist 376,2025-12-31,58.76773,0.471455,0.9169989,-12.733951,116.56322,0.04098841,5,1,2025,12,158.584
Song 377,Artist 377,2015-01-01,76.75944,0.55966014,0.74627024,-6.721062,122.522835,0.063407704,7,0,2015,1,274.555
Song 378,Artist 378,2025-12-31,65.14088,0.71126634,0.9343951,-8.405488,140.72733,0.002411184,1,1,2025,12,243.302
Song 379,Artist 379,2015-01-01,66.851295,0.4994737,0.75816715,-9.276296,106.65579,0.08977636,6,0,2015,1,272.408
Song 380,Artist 380,2025-12-31,68.54651,0.33395138,0.88609666,-2.947443,124.17086,0.0519443,5,1,2025,12,168.83
Song 381,Artist 381,2025-12-31,66.71563,0.5243526,0.657804,-8.961038,118.64632,0.04668109,1,1,2025,12,227.066
Song 382,Artist 382,2025-12-31,69.64084,0.8666692,0.849916,-9.41913,92.223305,0.08607267,1,1,2025,12,153.591
Song 383,Artist 383,2015-01-01,79.93729,0.68504065,0.9478249,-6.7729154,116.59,0.095307656,3,0,2015,1,243.878
Song 384,Artist 384,2015-01-01,62.94782,0.7028875,0.7432738,-4.9432306,115.690216,0.042342525,3,1,2015,1,275.407
Song 385,Artist 385,2025-12-31,70.635056,0.6793693,0.5084711,-7.424946,115.047585,0.017244108,2,0,2025,12,266.869
Song 386,Artist 386,2015-01-01,58.653965,0.4193953,0.5612786,-3.5008883,120.95278,0.08157092,7,1,2015,1,171.395
Song 387,Artist 387,2015-01-01,81.60176,0.5510003,0.51918674,-5.407073,122.2702,0.040326044,6,1,2015,1,166.738
Song 388,Artist 388,2015-01-01,49.854115,0.75056386,0.54811424,-13.534634,107.03114,0.09355456,1,1,2015,1,283.703
Song 389,Artist 389,2015-01-01,87.01411,0.36082375,0.58384925,-8.588401,158.18144,0.094989896,2,0,2015,1,298.977
Song 390,Artist 390,2015-01-01,59.397633,0.46671167,0.73308027,-8.685526,84.91558,0.011482903,9,0,2015,1,169.056
Song 391,Artist 391,2015-01-01,38.538372,0.46579146,0.752795,-5.5619173,98.370895,0.0956554,8,0,2015,1,271.656
Song 392,Artist 392,2025-12-31,61.921566,0.5592114,0.6558998,-14.874452,203.39891,0.03682703,4,1,2025,12,265.316
Song 393,Artist 393,2025-12-31,49.784225,0.88822126,0.7692525,0.6470291,88.86026,0.06462525,1,0,2025,12,204.418
Song 394,Artist 394,2015-01-01,72.60965,0.34050152,0.44894496,-5.406922,79.38736,0.003475008,2,0,2015,1,187.19
Song 395,Artist 395,2025-12-31,50.21064,0.6112206,0.45267293,-6.5533695,142.0343,0.08888843,7,1,2025,12,176.014
Song 396,Artist 396,2025-12-31,53.307247,0.40761882,0.50309765,-3.4552968,57.686405,0.064159736,3,1,2025,12,275.563
Song 397,Artist 397,2025-12-31,31.656889,0.88240594,0.7108465,0.030962158,112.94178,0.06435545,1,0,2025,12,151.78
Song 398,Artist 398,2025-12-31,53.215405,0.3679821,0.5283968,-4.38776,184.37474,0.09021761,1,0,2025,12,192.192
Song 399,Artist 399,2015-01-01,23.64181,0.54216063,0.56997067,-4.1535606,73.651924,0.05083472,5,0,2015,1,254.875
Song 400,Artist 400,2025-12-31,36.24146,0.742731,0.6401877,-6.6079297,60.541065,0.041051663,7,1,2025,12,249.129
Song 401,Artist 401,2025-12-31,71.40622,0.72273266,0.88711965,-7.424577,75.02457,0.08661287,6,1,2025,12,193.923
Song 402,Artist 402,2015-01-01,71.787,0.5536372,0.40831727,-8.427386,146.95079,0.07424205,3,1,2015,1,239.196
Song 403,Artist 403,2015-01-01,66.38187,0.5079145,0.7896273,-9.478336,153.7433,0.09489757,1,1,2015,1,152.395
Song 404,Artist 404,2025-12-31,45.495358,0.5385674,0.8013259,-9.061042,104.62234,0.094012186,8,1,2025,12,252.449
Song 405,Artist 405,2025-12-31,59.28433,0.45856577,0.8791935,-11.051668,140.49637,0.038232617,3,0,2025,12,271.747
Song 406,Artist 406,2025-12-31,59.94596,0.42319977,0.95965177,-7.2276144,161.70766,0.04469863,8,0,2025,12,296.851
Song 407,Artist 407,2025-12-31,42.62453,0.58982384,0.4120827,-12.054003,173.62039,0.025598496,4,0,2025,12,221.028
Song 408,Artist 408,2025-12-31,82.55097,0.46112025,0.49227023,-6.4272504,112.60994,0.06606479,11,1,2025,12,288.183
Song 409,Artist 409,2025-12-31,73.16043,0.472477,0.9317028,-7.1089916,50.95585,0.036454197,11,1,2025,12,291.056
Song 410,Artist 410,2015-01-01,56.68554,0.69405365,0.6751111,-6.559194,95.373634,0.07861006,10,0,2015,1,243.176
Song 411,Artist 411,2025-12-31,60.403286,0.8811224,0.7387544,-8.566395,107.19588,0.0121550765,10,0,2025,12,176.924
Song 412,Artist 412,2025-12-31,63.125744,0.66218233,0.79781634,0.9335266,112.231834,0.011640285,6,0,2025,12,182.577
Song 413,Artist 413,2015-01-01,29.373978,0.34618768,0.80744,-2.9196522,114.36422,0.020445539,11,1,2015,1,288.783
Song 414,Artist 414,2015-01-01,56.29234,0.34535018,0.9590442,-10.733627,153.56683,0.008429219,4,1,2015,1,235.548
Song 415,Artist 415,2015-01-01,49.770237,0.87085396,0.99816966,-6.301396,158.23285,0.06200316,1,1,2015,1,275.093
Song 416,Artist 416,2015-01-01,44.9757,0.47837448,0.8320945,-8.8240185,114.84979,0.014735277,5,1,2015,1,285.168
Song 417,Artist 417,2025-12-31,55.783497,0.3552402,0.57233274,-10.043439,152.95454,0.015996292,6,1,2025,12,216.555
Song 418,Artist 418,2025-12-31,86.9653,0.65942675,0.92785144,-11.020216,130.72984,0.0014228224,10,0,2025,12,239.848
Song 419,Artist 419,2025-12-31,69.61264,0.67418927,0.42953256,-5.70335,121.93518,0.078209,5,0,2025,12,158.254
Song 420,Artist 420,2025-12-31,51.432316,0.6891029,0.5386485,-9.044141,147.19632,0.081229605,2,1,2025,12,275.41
Song 421,Artist 421,2025-12-31,68.588745,0.4604412,0.93843144,-4.096522,122.167564,0.016202241,9,1,2025,12,287.037
Song 422,Artist 422,2025-12-31,80.99033,0.3090664,0.55371493,-4.0186534,181.73433,0.073952444,7,0,2025,12,253.025
Song 423,Artist 423,2015-01-01,73.86951,0.87900925,0.53239065,-2.8782568,76.847664,0.04335451,2,1,2015,1,280.509
Song 424,Artist 424,2025-12-31,60.894455,0.45053583,0.48287517,-9.55716,104.544876,0.023959488,4,1,2025,12,182.963
